figure,series,cohort,criterion,metric,seed,value,mean,sample_sd
03,gatv2_self_only → gatv2,feb20_matched,fpr_at_most_0.01,delta_false_positive_rate,1024,0.0,-0.00021867731171316138,0.0005063351643865256
03,transformer_L1 → transformer_L64,phase5_matched,fpr_at_most_0.01,delta_false_positive_rate,42,-0.0006330381826194949,-0.00043912015705757385,0.0002220956057966317
03,transformer_L1 → transformer_L64,phase5_matched,fpr_at_most_0.01,delta_false_positive_rate,123,-0.00042469650226371284,-0.00043912015705757385,0.0002220956057966317
03,transformer_L1 → transformer_L64,phase5_matched,fpr_at_most_0.01,delta_false_positive_rate,456,-0.0004727753515765846,-0.00043912015705757385,0.0002220956057966317
03,transformer_L1 → transformer_L64,phase5_matched,fpr_at_most_0.01,delta_false_positive_rate,789,-7.211827396930853e-05,-0.00043912015705757385,0.0002220956057966317
03,transformer_L1 → transformer_L64,phase5_matched,fpr_at_most_0.01,delta_false_positive_rate,1024,-0.0005929724748587684,-0.00043912015705757385,0.0002220956057966317
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,fpr_at_most_0.01,delta_false_positive_rate,42,1.0314967533639688e-05,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,fpr_at_most_0.01,delta_false_positive_rate,123,0.0,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,fpr_at_most_0.01,delta_false_positive_rate,456,-4.641735390137859e-05,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,fpr_at_most_0.01,delta_false_positive_rate,789,-5.157483766819843e-06,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,fpr_at_most_0.01,delta_false_positive_rate,1024,1.0314967533639688e-05,-6.188980520183811e-06,2.346513420510761e-05
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_f1,42,-0.011377755493398145,-0.0059535069506002625,0.004434017479640399
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_f1,123,-0.0014163346939386479,-0.0059535069506002625,0.004434017479640399
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_f1,456,-0.0013458741993480627,-0.0059535069506002625,0.004434017479640399
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_f1,789,-0.00830474848264795,-0.0059535069506002625,0.004434017479640399
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_f1,1024,-0.007322821883668507,-0.0059535069506002625,0.004434017479640399
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_f1,42,-0.019060131620405985,-0.01073542535824019,0.005378781083221481
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_f1,123,-0.011105575513915555,-0.01073542535824019,0.005378781083221481
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_f1,456,-0.007101015064719607,-0.01073542535824019,0.005378781083221481
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_f1,789,-0.005021305108231955,-0.01073542535824019,0.005378781083221481
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_f1,1024,-0.011389099483927856,-0.01073542535824019,0.005378781083221481
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_f1,42,0.02782628095215689,0.011455696679908926,0.009644744714603708
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_f1,123,0.011933809879994935,0.011455696679908926,0.009644744714603708
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_f1,456,0.0062633251150218325,0.011455696679908926,0.009644744714603708
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_f1,789,0.0035104494701296562,0.011455696679908926,0.009644744714603708
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_f1,1024,0.007744617982241311,0.011455696679908926,0.009644744714603708
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_f1,42,0.004837887872556013,-0.00027561638731308233,0.005313360262446115
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_f1,123,0.0033057208088154155,-0.00027561638731308233,0.005313360262446115
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_f1,456,-0.007008180319414525,-0.00027561638731308233,0.005313360262446115
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_f1,789,-0.004910561626475407,-0.00027561638731308233,0.005313360262446115
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_f1,1024,0.0023970513279530925,-0.00027561638731308233,0.005313360262446115
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,42,-0.0024137024028716867,-0.002140355763230235,0.0004519498051594594
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,123,-0.0027953562016163553,-0.002140355763230235,0.0004519498051594594
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,456,-0.001959843831391541,-0.002140355763230235,0.0004519498051594594
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,789,-0.0017896468670864857,-0.002140355763230235,0.0004519498051594594
03,edge_mlp → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,1024,-0.0017432295131851073,-0.002140355763230235,0.0004519498051594594
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,42,1.547245130045953e-05,-0.0002114568344396136,0.0004901916330834909
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,123,1.547245130045953e-05,-0.0002114568344396136,0.0004901916330834909
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,456,0.0,-0.0002114568344396136,0.0004901916330834909
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,789,-0.0010882290747989871,-0.0002114568344396136,0.0004901916330834909
03,gatv2_self_only → gatv2,feb20_matched,maximum_macro_f1,delta_false_positive_rate,1024,0.0,-0.0002114568344396136,0.0004901916330834909
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_false_positive_rate,42,0.00018430225569934788,0.0011010056492647947,0.002961300884355666
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_false_positive_rate,123,0.0018430225569934684,0.0011010056492647947,0.002961300884355666
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_false_positive_rate,456,0.00032052566208582225,0.0011010056492647947,0.002961300884355666
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_false_positive_rate,789,-0.0024600344565086727,0.0011010056492647947,0.002961300884355666
03,transformer_L1 → transformer_L64,phase5_matched,maximum_macro_f1,delta_false_positive_rate,1024,0.005617212228054008,0.0011010056492647947,0.002961300884355666
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_false_positive_rate,42,1.0314967533639688e-05,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_false_positive_rate,123,0.0,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_false_positive_rate,456,-4.641735390137859e-05,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_false_positive_rate,789,-5.157483766819843e-06,-6.188980520183811e-06,2.346513420510761e-05
03,gat_transformer_L1 → gat_transformer_L8,feb20_matched,maximum_macro_f1,delta_false_positive_rate,1024,1.0314967533639688e-05,-6.188980520183811e-06,2.346513420510761e-05
