figure,series,cohort,criterion,metric,seed,value,mean,sample_sd
01,xgboost,full_dataset,fpr_at_most_0.01,false_positive_rate,789,0.008181875523757175,0.008276990327325082,0.0003721830005868492
01,xgboost,full_dataset,fpr_at_most_0.01,false_positive_rate,1024,0.00832604954179695,0.008276990327325082,0.0003721830005868492
01,mlp,full_dataset,fpr_at_most_0.01,false_positive_rate,42,0.007696289421331547,0.007563729421411644,0.00015703117650925732
01,mlp,full_dataset,fpr_at_most_0.01,false_positive_rate,123,0.007610185493891127,0.007563729421411644,0.00015703117650925732
01,mlp,full_dataset,fpr_at_most_0.01,false_positive_rate,456,0.007609184285432517,0.007563729421411644,0.00015703117650925732
01,mlp,full_dataset,fpr_at_most_0.01,false_positive_rate,789,0.007290799995594683,0.007563729421411644,0.00015703117650925732
01,mlp,full_dataset,fpr_at_most_0.01,false_positive_rate,1024,0.007612187910808346,0.007563729421411644,0.00015703117650925732
01,autoencoder_B,full_dataset,benign_fpr_at_most_0.01,false_positive_rate,42,0.008858692441777226,0.009077957094212715,0.0007694116008877044
01,autoencoder_B,full_dataset,benign_fpr_at_most_0.01,false_positive_rate,123,0.01022434077932064,0.009077957094212715,0.0007694116008877044
01,autoencoder_B,full_dataset,benign_fpr_at_most_0.01,false_positive_rate,456,0.00845420422449897,0.009077957094212715,0.0007694116008877044
01,autoencoder_B,full_dataset,benign_fpr_at_most_0.01,false_positive_rate,789,0.00839212930006518,0.009077957094212715,0.0007694116008877044
01,autoencoder_B,full_dataset,benign_fpr_at_most_0.01,false_positive_rate,1024,0.00946041872540156,0.009077957094212715,0.0007694116008877044
01,logistic_regression,phase5_matched,fpr_at_most_0.01,f1,42,0.0024568489870703115,0.0024568489870703115,0.0
01,logistic_regression,phase5_matched,fpr_at_most_0.01,f1,123,0.0024568489870703115,0.0024568489870703115,0.0
01,logistic_regression,phase5_matched,fpr_at_most_0.01,f1,456,0.0024568489870703115,0.0024568489870703115,0.0
01,logistic_regression,phase5_matched,fpr_at_most_0.01,f1,789,0.0024568489870703115,0.0024568489870703115,0.0
01,logistic_regression,phase5_matched,fpr_at_most_0.01,f1,1024,0.0024568489870703115,0.0024568489870703115,0.0
01,random_forest,phase5_matched,fpr_at_most_0.01,f1,42,0.5096456784566914,0.45787400151513397,0.0993629316851852
01,random_forest,phase5_matched,fpr_at_most_0.01,f1,123,0.2852091926929876,0.45787400151513397,0.0993629316851852
01,random_forest,phase5_matched,fpr_at_most_0.01,f1,456,0.5344943271928755,0.45787400151513397,0.0993629316851852
01,random_forest,phase5_matched,fpr_at_most_0.01,f1,789,0.48860723664554273,0.45787400151513397,0.0993629316851852
01,random_forest,phase5_matched,fpr_at_most_0.01,f1,1024,0.47141357258757277,0.45787400151513397,0.0993629316851852
01,xgboost,phase5_matched,fpr_at_most_0.01,f1,42,0.011635369868118672,0.0112966705746505,0.0003910960736077385
01,xgboost,phase5_matched,fpr_at_most_0.01,f1,123,0.011046970389135762,0.0112966705746505,0.0003910960736077385
01,xgboost,phase5_matched,fpr_at_most_0.01,f1,456,0.010761623800224374,0.0112966705746505,0.0003910960736077385
01,xgboost,phase5_matched,fpr_at_most_0.01,f1,789,0.01136316509766516,0.0112966705746505,0.0003910960736077385
01,xgboost,phase5_matched,fpr_at_most_0.01,f1,1024,0.011676223718108536,0.0112966705746505,0.0003910960736077385
01,mlp,phase5_matched,fpr_at_most_0.01,f1,42,0.007986356640738738,0.010917573186099407,0.007598361711927069
01,mlp,phase5_matched,fpr_at_most_0.01,f1,123,0.007659485898636695,0.010917573186099407,0.007598361711927069
01,mlp,phase5_matched,fpr_at_most_0.01,f1,456,0.024488786279683376,0.010917573186099407,0.007598361711927069
